price	locate	disk	cpu	ip	memory	band
19.13	BUFFALO, NY	10	1	1	1536	1500
45.28	SEATTLE, WA	15	4	1	5376	3500
54.55	BUFFALO, NY	10	3	1	11776	11500
37.12	BUFFALO, NY	10	3	1	3072	3000
21.20	BUFFALO, NY	10	1	1	2560	2500
35.95	LOS ANGELES, CA	10	3	1	2432	2000
44.81	BUFFALO, NY	15	4	1	4992	3000
38.01	DALLAS, TX	15	4	1	1664	1500
37.91	BUFFALO, NY	10	3	1	3456	3000
59.55	PISCATAWAY, NJ	15	4	1	12288	12000
31.05	BUFFALO, NY	15	1	1	9600	9500
43.93	SEATTLE, WA	30	3	1	4224	4000
43.93	SEATTLE, WA	30	3	1	4224	4000
36.01	LOS ANGELES, CA	10	3	1	2432	2000
22.80	BUFFALO, NY	15	2	1	1664	1000
27.20	PISCATAWAY, NJ	30	1	1	6016	3500
16.65	BUFFALO, NY	30	1	1	640	500
16.51	BUFFALO, NY	25	1	1	768	250
25.02	BUFFALO, NY	30	2	1	3712	2500
42.06	LOS ANGELES, CA	30	4	1	7168	5000
36.13	DALLAS, TX	10	3	1	2560	2500
14.63	LOS ANGELES, CA	20	1	1	640	500
54.55	LOS ANGELES, CA	10	3	1	11776	11500
41.30	LOS ANGELES, CA	10	3	1	5120	5000
26.82	ATLANTA, GA	15	2	1	3584	3500
35.59	LOS ANGELES, CA	15	3	1	1920	1500
17.28	BUFFALO, NY	30	1	1	768	500
26.61	BUFFALO, NY	15	2	1	3584	3500
21.34	LOS ANGELES, CA	30	1	1	768	500
42.47	CHICAGO, IL	15	4	1	3968	3500
16.77	BUFFALO, NY	30	1	1	896	500
14.91	DALLAS, TX	20	1	1	896	500
40.52	CHICAGO, IL	15	4	1	2944	1500
14.23	CHICAGO, IL	20	1	1	512	250
26.94	BUFFALO, NY	15	2	1	1792	1500
59.12	LOS ANGELES, CA	75	4	1	5888	3500
17.14	PISCATAWAY, NJ	30	1	1	1024	1000
17.14	PISCATAWAY, NJ	30	1	1	1024	1000
30.98	BUFFALO, NY	70	2	1	2432	1500
19.29	DALLAS, TX	35	1	1	1152	500
19.29	DALLAS, TX	35	1	1	1152	500
53.32	PISCATAWAY, NJ	10	3	1	11136	11000
13.44	PISCATAWAY, NJ	10	1	1	1280	1000
33.14	LOS ANGELES, CA	60	2	1	4480	3000
30.69	BUFFALO, NY	15	3	1	1792	1000
29.21	DALLAS, TX	20	2	1	1920	1500
29.21	DALLAS, TX	20	2	1	1920	1500
17.62	LOS ANGELES, CA	35	1	1	640	500
59.84	DALLAS, TX	105	4	1	3072	2000
59.84	DALLAS, TX	105	4	1	3072	2000
15.98	LOS ANGELES, CA	25	1	1	768	500
16.65	LOS ANGELES, CA	25	1	1	1024	500
30.57	CHICAGO, IL	20	2	1	2048	2000
30.57	CHICAGO, IL	20	2	1	2048	2000
17.17	CHICAGO, IL	10	1	1	640	500
15.74	LOS ANGELES, CA	25	1	1	768	250
17.47	BUFFALO, NY	15	1	1	2688	1500
42.39	ATLANTA, GA	30	4	1	7424	5500
16.37	BUFFALO, NY	15	1	1	2176	2000
49.91	SEATTLE, WA	65	4	1	2176	1000
25.06	DALLAS, TX	15	2	1	2816	2500
23.48	SEATTLE, WA	45	2	1	1280	500
23.48	SEATTLE, WA	45	2	1	1280	500
42.38	ATLANTA, GA	30	4	1	7296	5500
42.38	ATLANTA, GA	30	4	1	7296	5500
27.55	BUFFALO, NY	40	1	1	1408	1000
27.55	BUFFALO, NY	40	1	1	1408	1000
39.39	SEATTLE, WA	15	4	1	2432	2000
30.96	PISCATAWAY, NJ	10	1	1	7552	7500
17.21	CHICAGO, IL	10	1	1	640	500
13.61	LOS ANGELES, CA	15	1	1	640	250
